phecode	phenotype	category	num_cases	num_controls	N	K	b_ivw	se_ivw	pval_ivw	robust_hit	mdor80_nominal	mdor80_bonf	power_or1p5_nominal	power_or2_nominal	power_or2_bonf
FG_CVD	Cardiovascular diseases (excluding rheumatic etc)	Cardiometabolic endpoints	247538	252810	500348	0.494731666759935	-0.0285605401942305	0.0406828789609001	0.482661394660886	FALSE	1.09578152837234	1.17740122774277	1	1	1
PAIN	Pain (limb, back, neck, head abdominally)	Miscellaneous, not yet classified endpoints	237944	261418	499362	0.476496008907366	-0.0225916240485651	0.0337976876543862	0.503854700848291	FALSE	1.09598590848013	1.17779334361912	1	1	1
RX_ANTIHYP	Antihypertensive medication - note that there are other indications	Drug purchase endpoints	273281	227067	500348	0.546181857427231	-0.11242224904285	0.0603704567791349	0.0625740072072613	FALSE	1.09620630650523	1.17821625522561	1	1	1
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	XI Diseases of the digestive system (K11_)	190088	310260	500348	0.379911581539249	0.0219917797937217	0.0346396323872259	0.525511013112263	FALSE	1.09880219697896	1.1832024150105	1	1	1
M13_ARTHROPATHIES	Arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	185233	315115	500348	0.370208334998841	-0.0167355771154669	0.0357723272525573	0.63990198157131	FALSE	1.099339256893	1.18423515049966	1	1	1
RX_STATIN	Statin medication	IX Diseases of the circulatory system (I9_)	183578	316770	500348	0.366900637156539	-0.10399975707143	0.040467137393419	0.0101704217299199	FALSE	1.09953397588322	1.18460968188056	1	1	1
PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	162180	338168	500348	0.324134402455891	0.0518775352977988	0.0572929426160854	0.365211875138027	FALSE	1.10263864057042	1.19058837177185	1	1	1
I9_HYPTENS	Hypertension	IX Diseases of the circulatory system (I9_)	154630	345634	500264	0.309096796891241	-0.0823416143314374	0.0415546848417839	0.0475325163657309	FALSE	1.10403099401789	1.19327394316472	1	1	1
M13_DORSOPATHY	Dorsopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	147124	353224	500348	0.294043345831301	-0.0226998700784145	0.0371472408947099	0.541147793772182	FALSE	1.10558390992892	1.19627234700289	1	1	1
M13_SOFTTISSUE	Soft tissue disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	142799	357549	500348	0.285399362044017	0.0662160961478062	0.0391750542500719	0.0909778874582103	FALSE	1.10656899773206	1.19817609171548	1	1	1
KRA_PSY_ANYMENTAL	Any mental disorder	Psychiatric endpoints from Katri Räikkönen	138044	362304	500348	0.275895976400425	0.104163804834374	0.0535445946113024	0.0517310089569083	FALSE	1.10773282583888	1.20042697930102	1	1	1
M13_ARTHROSIS_INCLAVO	Artrosis, including avohilmo	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	136897	363451	500348	0.273603571913948	-0.0291402643860384	0.0404758786414128	0.471561020951924	FALSE	1.10802695070314	1.20099612207792	1	1	1
FALLS	Falls/tendency to fall	Miscellaneous, not yet classified endpoints	133526	366822	500348	0.266866261082287	0.0146289498913987	0.0378050763242364	0.698787827012261	FALSE	1.1089230955042	1.20273092787827	1	1	1
I9_HYPTENSESS	Hypertension, essential	IX Diseases of the circulatory system (I9_)	132515	345634	478149	0.27714164413185	-0.0669121921769147	0.0529315823464677	0.206184787506672	FALSE	1.11017541862651	1.20515708814165	1	1	1
J10_UPPERDIS	Other diseases of upper respiratory tract	X Diseases of the respiratory system (J10_)	128828	371520	500348	0.25747679614988	0.023031331371418	0.047085434534918	0.624743156760237	FALSE	1.11025532841743	1.20531197258786	1	1	1
AUTOIMMUNE	Autoimmune diseases	Diseases marked as autimmune origin	128075	372273	500348	0.255971843596857	-0.0699198608781834	0.0388705083065614	0.072051990286662	FALSE	1.1104783669015	1.20574432128454	1	1	1
G6_EPIPAROX	Episodal and paroxysmal disorders	VI Diseases of the nervous system (G6_)	125743	374605	500348	0.251311087483112	-0.0374836167178611	0.0448495072235614	0.403287517581581	FALSE	1.11118657985747	1.20711760802832	1	1	1
C3_CANCER_EXALLC	Malignant neoplasm, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	121495	378749	500244	0.242871478718385	-0.0746262740553709	0.0419942183646706	0.0755582573597642	FALSE	1.11255176395523	1.20976675939602	1	1	1
M13_DORSOPATHYOTH	Other dorsopathies, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	111401	353224	464625	0.23976540220608	-0.0176372975118088	0.0424720101515489	0.67794519330775	FALSE	1.11756897676523	1.21952464315372	1	1	1
RX_CROHN_1STLINE	First line medication for Crohn's disease	Drug purchase endpoints	106320	394028	500348	0.212492105494576	-0.0112605139970639	0.0458643466530278	0.806055518880548	FALSE	1.11828158779304	1.22091338333335	1	1	1
K11_INTESTOTH	Other diseases of intestines	XI Diseases of the digestive system (K11_)	105623	394725	500348	0.21109907504377	-0.0329432784953302	0.0750135656295544	0.660542505710097	FALSE	1.11858264910361	1.22150030213913	1	1	1
M13_OTHERJOINT	Other joint disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	110868	315115	425983	0.260263907245125	-0.0038060975078753	0.0590482625472105	0.948606026013744	FALSE	1.11958254050458	1.2234504800762	1	1	1
J10_UPPERINFEC	Acute upper respiratory infections	X Diseases of the respiratory system (J10_)	97696	402652	500348	0.19525610175318	0.0141892257617357	0.0427045506733056	0.739689197218249	FALSE	1.12228569783949	1.22872954026399	0.999999999999998	1	1
N14_URINOTH	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)	97020	403328	500348	0.193905042090705	-0.0384529642421142	0.0434197954787124	0.375828227963502	FALSE	1.12262710793989	1.22939699927523	0.999999999999998	1	1
M13_ARTHROSIS	Arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	101454	315115	416569	0.243546687343513	-0.0382533771488744	0.0464742788531656	0.410446256467118	FALSE	1.12385892919638	1.23180654344115	0.999999999999996	1	1
FG_OTHHEART	Other heart diseases	Cardiometabolic endpoints	106069	252810	358879	0.29555644102887	0.0415197249660414	0.0546436777716573	0.447358185150939	FALSE	1.12562720934933	1.23526907308874	0.999999999999989	1	1
J10_LOWCHRON	Chronic lower respiratory diseases	X Diseases of the respiratory system (J10_)	91278	409070	500348	0.182429029395541	0.126592200426762	0.0660451166549694	0.0552692705037814	FALSE	1.12571052832372	1.23543232828363	0.999999999999988	1	1
EVER_SMOKER	""	Miscellaneous, not yet classified endpoints	145409	150355	295764	0.49163860375164	0.0159283911796961	0.0886731328030148	0.857442729456914	FALSE	1.12634568777875	1.23667717163151	0.999999999999984	1	1
RX_N05C	Use of hypnotics and sedatives	V Mental and behavioural disorders (F5_)	86095	414253	500348	0.172070239113577	-0.0338721315807455	0.0455705492280288	0.457306150531235	FALSE	1.12880720529791	1.2415066872057	0.999999999999939	1	1
J10_INFLUPNEU	Influenza and pneumonia	X Diseases of the respiratory system (J10_)	84810	415538	500348	0.169502026589494	0.0694089112613205	0.0844208103232038	0.410975744320608	FALSE	1.12962649824523	1.24311598255462	0.999999999999908	1	1
CARDIAC_ARRHYTM	Cardiac arrhythmias	Comorbidities of COPD	92926	288216	381142	0.243809393874199	0.0147438776632692	0.0511969643842796	0.773359418757272	FALSE	1.12978783568326	1.24343299752966	0.9999999999999	1	1
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	XIV Diseases of the genitourinary system (N14_)	151904	130160	282064	0.53854444381417	0.043164399969192	0.0453039666885024	0.340705055615918	FALSE	1.12995769986657	1.2437668052951	0.999999999999891	1	1
RX_CODEINE_TRAMADOL	Codeine or tramadol medication	Drug purchase endpoints	84151	416197	500348	0.168184943279477	0.00772151236565439	0.0448478382552798	0.863302829519265	FALSE	1.13005517709132	1.24395837998401	0.999999999999886	1	1
I9_IHD	Ischaemic heart disease, wide definition	IX Diseases of the circulatory system (I9_)	84088	416260	500348	0.168059030914484	0.00343848633347729	0.113423125690224	0.975815381838436	FALSE	1.13009646686803	1.24403953183893	0.999999999999883	1	1
H7_CATARACTSENILE	Senile cataract	VII Diseases of the eye and adnexa (H7_)	83886	409535	493421	0.170008978134291	-0.0287739894949068	0.0578310630951827	0.618799496824657	FALSE	1.13042528398497	1.24468587950783	0.999999999999862	1	1
T2D	Type 2 diabetes, definitions combined	Diabetes endpoints	82878	403489	486367	0.170402186003573	-0.0936409589224345	0.1118005878228	0.40227154112818	FALSE	1.13129886838794	1.24640378010971	0.999999999999788	1	1
M13_DORSALGIA	Dorsalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	83888	353224	437112	0.191914200479511	-0.0314216900230857	0.045784456982383	0.492526466245212	FALSE	1.13229091407155	1.24835589820221	0.999999999999659	1	1
I9_CVD_HARD	Hard cardiovascular diseases	Cardiometabolic endpoints	80527	419821	500348	0.160941984378872	0.00584739422579099	0.0733398921422887	0.936451948689548	FALSE	1.13252173019487	1.24881028404063	0.99999999999962	1	1
E4_METABOLIA	Metabolic disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	80282	420066	500348	0.160452325181674	0.0145642995272119	0.0795526971423137	0.854737302340995	FALSE	1.13269546464106	1.24915234657108	0.999999999999587	1	1
J10_PNEUMONIA	All pneumoniae	X Diseases of the respiratory system (J10_)	78791	421557	500348	0.15747239921015	0.0742984384540583	0.0750367830698429	0.322095807437995	FALSE	1.13377293071739	1.25127466982926	0.999999999999318	1	1
O15_DELIV_SPONT	Single spontaneous delivery	XV Pregnancy, childbirth and the puerperium (O15_)	144966	119890	264856	0.547338931343825	0.0718492133356254	0.0545175340166003	0.187533715838335	FALSE	1.1345985406541	1.25290197550033	0.999999999999008	1	1
BRONCHITIS	Bronchitis	Asthma and related endpoints	77621	422727	500348	0.155134026717405	-0.0308196089766373	0.0460979159167325	0.503770848479682	FALSE	1.13464345641349	1.25299053269616	0.999999999998987	1	1
KELA_DIAB_INSUL_EXMORE	Diabetes, insulin treatment (Kela reimbursement) (more control exclusions)	Diabetes endpoints	77557	403479	481036	0.161229097198546	-0.117632133430615	0.0904281436510204	0.193314790573027	FALSE	1.13522275314139	1.25413293745071	0.999999999998688	1	1
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	XI Diseases of the digestive system (K11_)	76563	423785	500348	0.153019498429093	-0.0247014745804288	0.0468210016523727	0.59779605908435	FALSE	1.13545038166285	1.25458195865003	0.999999999998549	1	1
E4_THYROID	Disorders of the thyroid gland	IV Endocrine, nutritional and metabolic diseases (E4_)	76140	424208	500348	0.152174086835562	0.0665113708248642	0.0480862851563091	0.166613614460452	FALSE	1.13577839857074	1.25522913085865	0.999999999998324	1	1
ANTIDEPRESSANTS	Depression medications	Comorbidities of Neurological endpoints	149403	111976	261379	0.571595269704146	-0.124006012201624	0.0797019940210505	0.119738797273259	FALSE	1.13639686818557	1.25644976107434	0.999999999997807	1	1
K11_HERNIA	Hernia	XI Diseases of the digestive system (K11_)	73682	426666	500348	0.14726150599183	-0.124082089624466	0.0567275280691691	0.0287181005913719	FALSE	1.13774826928945	1.25911874287361	0.999999999996104	1	1
RX_PARACETAMOL_NSAID	Paracetamol of NSAID medication	Drug purchase endpoints	427348	73000	500348	0.854101545324454	0.0100590331910826	0.0674416972436417	0.881434055456492	FALSE	1.13831492878083	1.26023862184828	0.999999999995069	1	1
AUTOIMMUNE_NONTHYROID	Autoimmune diseases excluding thyroid diseases	Diseases marked as autimmune origin	70570	371089	441659	0.159783905682891	-0.143184005152499	0.0485827248364615	0.0032064441750793	FALSE	1.14207282370393	1.26767636233246	0.999999999978149	1	1
I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	IX Diseases of the circulatory system (I9_)	68125	432223	500348	0.136155235955775	0.0989787169692201	0.0751924782773148	0.188060619720263	FALSE	1.14264502821058	1.26881057578384	0.999999999972884	1	1
O15_PREG_ABORT	Pregnancy with abortive outcome	XV Pregnancy, childbirth and the puerperium (O15_)	82785	199279	282064	0.293497220488967	0.0678760308068802	0.048698111350818	0.163374266693311	FALSE	1.14311539159439	1.26974325574529	0.999999999967685	1	1
L12_DERMATITISECZEMA	Dermatitis and eczema	XII Diseases of the skin and subcutaneous tissue (L12_)	67474	432874	500348	0.134854141517504	0.0546441317408547	0.0662167067795477	0.409240006043462	FALSE	1.14326329399092	1.27003659258201	0.999999999965865	1	1
F5_MOOD	Mood [affective] disorders	V Mental and behavioural disorders (F5_)	65517	434831	500348	0.130942863766818	-0.00435778082293068	0.0507414454882032	0.931560157865831	FALSE	1.14518421137658	1.2738490814425	0.999999999931568	1	1
G6_NERPLEX	Nerve, nerve root and plexus disorders	VI Diseases of the nervous system (G6_)	64977	435371	500348	0.129863614924013	0.00440484650156755	0.0499466083832165	0.929724788269475	FALSE	1.14573140208477	1.27493602328784	0.999999999917014	1	1
SLEEP	Sleep disorders (combined)	Neurological endpoints	65076	430194	495270	0.131394996668484	-0.0262227302090658	0.0498356805864533	0.598760474895125	FALSE	1.14575003179564	1.27497303659985	0.999999999916471	1	1
F5_DEPRESSION_DYSTHYMIA	Depression or dysthymia	V Mental and behavioural disorders (F5_)	72588	254393	326981	0.221994550142057	-0.00691194147158715	0.0512916092311979	0.892803417557353	FALSE	1.14582106982482	1.27511417854078	0.999999999914368	1	1
H8_OTHEREAR	Other disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	63017	437331	500348	0.125946341346423	-0.0474810449239843	0.0517573142828399	0.358944359501543	FALSE	1.14778358183059	1.27901611382323	0.999999999832349	1	1
I9_CORATHER	Coronary atherosclerosis	IX Diseases of the circulatory system (I9_)	63307	416171	479478	0.132033169405061	0.00449748136765209	0.116078024425962	0.969093432371557	FALSE	1.1479733078972	1.27939361185035	0.999999999821366	1	1
G6_SLEEPAPNO_INCLAVO	Sleep apnoea, including avohilmo	VI Diseases of the nervous system (G6_)	62722	437626	500348	0.125356751700816	-0.0050860666394283	0.0507430381427708	0.920160291165809	FALSE	1.14810176954726	1.27964923986863	0.99999999981355	1	1
AB1_OTHER_BACTERIAL	Other bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	61300	439048	500348	0.122514729748095	-0.0326518716454608	0.0515419455492502	0.526406558455704	FALSE	1.14967148345549	1.28277465455458	0.999999999688302	1	1
M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	63182	357549	420731	0.150171962607937	0.112329930582691	0.0512012857815195	0.0282434003262472	FALSE	1.14981479400435	1.28306016336489	0.999999999673607	1	1
N14_CYSTITIS	Cystitis	XIV Diseases of the genitourinary system (N14_)	61460	403328	464788	0.132232329578216	-0.0349619082652327	0.0717838891956681	0.626227192226123	FALSE	1.1503570035855	1.28414062715758	0.999999999611948	1	1
M13_LOWBACKPAINORANDSCIATICA	Lower back pain or/and sciatica	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	60099	440249	500348	0.120114400377337	-0.0274796019240832	0.0514484884127781	0.593259383439175	FALSE	1.15104554399336	1.28551326172093	0.999999999517951	1	1
F5_DEPRESSIO	Depression	V Mental and behavioural disorders (F5_)	59333	434831	494164	0.120067427008038	0.0135854537448439	0.052809082612823	0.7969811508186	FALSE	1.15208350829265	1.28758370680436	0.999999999335414	1	1
E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	IV Endocrine, nutritional and metabolic diseases (E4_)	59366	420066	479432	0.123825693737589	-0.00369413998755897	0.0639655960120508	0.953946186635626	FALSE	1.15238754542623	1.28819045240051	0.999999999270825	1	1
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	X Diseases of the respiratory system (J10_)	59317	409070	468387	0.126641004126929	0.120247992881447	0.0922625774940217	0.192464313827646	FALSE	1.15271843024878	1.28885091893768	0.999999999193914	1	1
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	X Diseases of the respiratory system (J10_)	59700	371520	431220	0.138444413524419	-0.0269038493471	0.101657702809335	0.7912780504437	FALSE	1.15330704252712	1.29002619347848	0.999999999038132	1	1
M13_ARTHROSIS_KNEE	Gonarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	61356	315115	376471	0.162976696744238	-0.0543340143898663	0.11318586560604	0.631197245322517	FALSE	1.15343267018441	1.29027709362081	0.999999999001444	1	1
CURRENT_SMOKER	""	Miscellaneous, not yet classified endpoints	77563	150355	227918	0.340310989039918	0.00817574553827517	0.117688643352587	0.944616083078509	FALSE	1.15373641521518	1.29088381362685	0.999999998907292	1	1
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	67139	214925	282064	0.238027539849112	-0.0233586870734575	0.0970600393815902	0.809816902340933	FALSE	1.15375155616404	1.29091406042235	0.999999998902389	1	1
I9_AF	Atrial fibrillation and flutter	IX Diseases of the circulatory system (I9_)	63532	252810	316342	0.200833275379178	0.0392548832847862	0.0853646539966336	0.64562433576393	FALSE	1.15437681950456	1.29216340978327	0.999999998681109	1	1
G6_SLEEPAPNO	Sleep apnoea	VI Diseases of the nervous system (G6_)	56885	441137	498022	0.114221861684825	-0.00782003346792811	0.0529817504613876	0.8826595410552	FALSE	1.15500919518286	1.29342751115185	0.999999998415687	1	1
I9_CHD	Major coronary heart disease event	IX Diseases of the circulatory system (I9_)	56650	443698	500348	0.11322119804616	0.0278908610595998	0.070079492293143	0.690638357272967	FALSE	1.15525996587264	1.2939289453378	0.999999998297313	1	1
AB1_INTESTINAL_INFECTIONS	Intestinal infectious diseases	I Certain infectious and parasitic diseases (AB1_)	56056	444292	500348	0.112034024319074	-0.0478842504283356	0.0526153303766439	0.362779413603184	FALSE	1.1560292085416	1.29546763522799	0.999999997880981	1	1
MIGRAINE_TRIPTAN	Migraine, single triptan purchase ok & required. ICD-code if available is included	Neurological endpoints	55116	445232	500348	0.110155331889005	0.0379809686024213	0.0766251246814357	0.620125478606565	FALSE	1.15727462337845	1.29796050142618	0.999999997002037	1	1
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more control exclusions)	Psychiatric endpoints from Katri Räikkönen	56552	362304	418856	0.135015375212484	0.0205498309995252	0.0630209412771065	0.744364279027288	FALSE	1.15749578176558	1.29840340025988	0.999999996814402	1	1
T2D_WIDE	Type 2 diabetes, wide definition	Diabetes endpoints	55418	405261	460679	0.120296345177445	-0.12164699997272	0.0744896942870952	0.102453950825998	FALSE	1.15778239964684	1.29897748925592	0.999999996555036	1	1
J10_ASTHMA_EXMORE	Asthma (more control exclusions)	X Diseases of the respiratory system (J10_)	59100	259839	318939	0.185301891584284	0.201407267329577	0.0810693677020906	0.0129776557909858	FALSE	1.15884130910407	1.30109942849752	0.999999995417634	1	1
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	XV Pregnancy, childbirth and the puerperium (O15_)	60878	221186	282064	0.21583044982699	-0.0200212440585096	0.0773176763140234	0.795675497838837	FALSE	1.15957355488825	1.30256766032329	0.999999994437781	1	1
E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune	IV Endocrine, nutritional and metabolic diseases (E4_)	54752	362639	417391	0.131176762316389	0.0174475894410432	0.0562540104529318	0.756441374601841	FALSE	1.15987803657622	1.30317839338828	0.999999993976031	1	1
N14_RENALTUB	Renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	53206	447142	500348	0.106337988759823	0.0142853652396877	0.0950049575731179	0.880477111662971	FALSE	1.15991715904536	1.30325687484216	0.999999993914199	1	1
C_STROKE	STROKE	Comorbidities of Diabetes	53492	360342	413834	0.129259558180333	-0.0458184371217635	0.0637987348599194	0.472651509648859	FALSE	1.16170201153808	1.30683958110568	0.99999999038301	1	1
K11_CONSTIPATION	Constipation	XI Diseases of the digestive system (K11_)	51956	448392	500348	0.103839727549625	0.0395909022350477	0.0826752249115904	0.632029244539018	FALSE	1.16173331890127	1.30690246249237	0.999999990306898	1	1
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	52302	402652	454954	0.114961072987599	-0.0423490978697276	0.055293247863535	0.443735813122118	FALSE	1.1622436128143	1.30792758439093	0.99999998898537	1	1
M13_SPONDYLOPATHY	Spondylopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	52465	353224	405689	0.12932320077695	-0.00153570204059511	0.0736893755966886	0.983373121988387	FALSE	1.16340565148518	1.31026330598125	0.99999998533371	1	1
N14_MALEGEN	Diseases of male genital organs	XIV Diseases of the genitourinary system (N14_)	64711	153573	218284	0.296453244397207	-0.0168501363312513	0.0570137720798225	0.767577567416	FALSE	1.16370101516973	1.31085728525114	0.999999984242743	1	1
M13_INTERVERTEB	Other intervertebral disc disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	51683	353224	404907	0.127641655985202	-0.0677812012943774	0.056366954004903	0.229170284440942	FALSE	1.16456228745804	1.31258998838959	0.999999980621072	1	1
K11_CHOLELITH	Cholelithiasis	XI Diseases of the digestive system (K11_)	49834	437418	487252	0.102275619186786	-0.0391369596415294	0.0571568979665143	0.493515232142433	FALSE	1.16525296896487	1.31398022529891	0.999999977180365	1	1
BLEEDING	Bleeding	Miscellaneous, not yet classified endpoints	49027	451321	500348	0.0979858018818902	-0.0199278824845288	0.0570318416824279	0.726776437565924	FALSE	1.16628639702315	1.31606156787443	0.999999970975574	1	1
H7_LIDLACRIMALORBIT	Disorders of eyelid, lacrimal system and orbit	VII Diseases of the eye and adnexa (H7_)	46418	453930	500348	0.0927714310839656	-0.0305342133958553	0.076045275541973	0.688032337434274	FALSE	1.17073716029264	1.32504204021036	0.999999922396461	1	1
M13_SHOULDER	Shoulder lesions	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	47311	357549	404860	0.116857679197747	0.0455816556826803	0.0584357736368208	0.435373225408776	FALSE	1.17146339368739	1.32650993772415	0.999999909584142	1	1
N14_URETHRAOTH	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)	46125	403328	449453	0.102624746080235	0.00260547930696032	0.0598078586582207	0.965251818296337	FALSE	1.17233709335076	1.32827684848588	0.999999891631073	1	1
H7_CHOROIDRETINA	Disorders of choroid and retina	VII Diseases of the eye and adnexa (H7_)	44899	455449	500348	0.0897355440613333	-0.136891721328915	0.0770077916956818	0.0754638737378324	FALSE	1.17352308979937	1.33067698234966	0.999999862067166	1	1
H8_HL_SEN_NAS	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	44745	437331	482076	0.09281731511214	-0.0697112125273484	0.0607588322864317	0.251239945945094	FALSE	1.17416534678302	1.33197753115453	0.99999984316138	1	1
M13_LIMBPAIN	Pain in limb	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	45476	357549	403025	0.112836672662986	0.131566426469911	0.0653897028643373	0.0442161579087803	FALSE	1.17474227642664	1.33314627078359	0.999999824204617	1	0.999999999999999
I9_ANGINA	Angina pectoris	IX Diseases of the circulatory system (I9_)	44588	416171	460759	0.0967707630236197	0.0148400866750664	0.169121076590935	0.930076731162958	FALSE	1.17491004888822	1.33348622757517	0.999999818314523	1	0.999999999999998
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more control exclusions)	X Diseases of the respiratory system (J10_)	47300	259839	307139	0.154001933977776	0.170051060913154	0.0823109232610826	0.0388322728521319	FALSE	1.17551851994797	1.33471949040868	0.999999795419903	1	0.999999999999998
K11_HERING	Inguinal hernia	XI Diseases of the digestive system (K11_)	43066	426666	469732	0.0916820655182104	-0.124013462669931	0.0629072108191142	0.0486814345968536	FALSE	1.1776902737437	1.33912533872756	0.999999690784076	1	0.999999999999994
O15_ABORT_MEDICAL	Medical abortion	XV Pregnancy, childbirth and the puerperium (O15_)	48485	199279	247764	0.195690253628453	-0.0225917513111758	0.0598241757092543	0.705701155427174	FALSE	1.17798807381549	1.33972998523236	0.999999673172614	1	0.999999999999993
E4_HYPERCHOL	Pure hypercholesterolaemia	IV Endocrine, nutritional and metabolic diseases (E4_)	42985	420066	463051	0.0928299474571915	-0.0440621943259453	0.0616907744106826	0.475077026565204	FALSE	1.17799364904268	1.33974130619209	0.999999672834435	1	0.999999999999993
K11_DIVERTIC	Diverticular disease of intestine	XI Diseases of the digestive system (K11_)	43138	394725	437863	0.0985193999036228	-0.0189054739799847	0.109946090868156	0.863475095352741	FALSE	1.17825806856018	1.34027828021034	0.999999656427781	1	0.999999999999992
M13_POLYARTHROPATHIES	Polyarthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	43664	315115	358779	0.121701660353588	-0.0692760434682123	0.0993855114158207	0.485775453133318	FALSE	1.17960996834638	1.34302515061568	0.999999560348279	1	0.999999999999985
M13_LOWBACKPAIN	Low back pain	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	42521	353224	395745	0.107445450984851	0.000440367686072645	0.0607529779578078	0.994216588012246	FALSE	1.18062868842596	1.34509668106201	0.999999472623363	1	0.999999999999975
H7_CONJUNCTIVITIS	Conjunctivitis	VII Diseases of the eye and adnexa (H7_)	41074	454779	495853	0.0828350337700891	0.00941552937000663	0.0607465457515881	0.876823721075926	FALSE	1.18135787075182	1.34658030935838	0.999999400474487	1	0.999999999999966
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	44158	237906	282064	0.156553122695558	0.0502900639689214	0.0621777372708532	0.418623626423615	FALSE	1.18248305856368	1.34887108041793	0.999999271640768	1	0.999999999999944
AB1_GASTROENTERITIS_NOS	Diarrhoea and gastroenteritis of presumed infectious origin	I Certain infectious and parasitic diseases (AB1_)	39997	444292	484289	0.0825891151770947	-0.0809425520811959	0.0612159266682377	0.186086041782557	FALSE	1.18396723241739	1.35189533100641	0.99999906386759	1	0.999999999999892
E4_PCOS_CONCORTIUM	Polycystic ovarian syndrome, consortium definition	IV Endocrine, nutritional and metabolic diseases (E4_)	42630	239434	282064	0.15113591241704	0.0702246591688614	0.0620842780314054	0.258005329012188	FALSE	1.18536271984512	1.35474158569489	0.999998821630717	1	0.999999999999805
N14_MESNRUIRREG	Excessive, frequent and irregular menstruation	XIV Diseases of the genitourinary system (N14_)	50120	130160	180280	0.278011981362325	0.00349611725457326	0.063039723318352	0.955772827803281	FALSE	1.18536560683666	1.35474747677068	0.999998821076333	1	0.999999999999805
J10_TONSILLECTOMY	Tonsillectomy and adenotomy	X Diseases of the respiratory system (J10_)	39135	461213	500348	0.0782155619688697	-0.070489809227307	0.0863289022363731	0.414199253332459	FALSE	1.1856783353076	1.35538568430621	0.999998759624765	1	0.999999999999778
K11_APPENDACUT	Acute appendicitis	XI Diseases of the digestive system (K11_)	38933	458424	497357	0.078279786953838	-0.00529683574622221	0.0619370914498688	0.931848308097277	FALSE	1.18620869958761	1.3564683391972	0.999998648839309	1	0.999999999999724
CD2_BENIGN_LEIOMYOMA_UTERI	Leiomyoma of uterus	II Neoplasms from hospital discharges (CD2_)	42107	239957	282064	0.14928172329684	-0.0162198027965056	0.10328971361882	0.875219533320247	FALSE	1.1863899759416	1.35683847343684	0.99999860899549	1	0.999999999999702
I9_OTHARR	Other arrhythmias	IX Diseases of the circulatory system (I9_)	39265	375343	414608	0.0947039130938139	0.0665367605819326	0.063806851265096	0.29704836510959	FALSE	1.18717235207113	1.35843645664318	0.999998424733084	1	0.99999999999959
I9_VARICVE	Varicose veins	IX Diseases of the circulatory system (I9_)	38467	432223	470690	0.0817247020331853	0.133979923545315	0.0769409899550818	0.0816251368611899	FALSE	1.1878149133812	1.35974949045882	0.999998257441392	1	0.999999999999469
