scenario	pph4_full	pph4_trunc	n_kept
shared	0.995707836775329	0.995709046906163	10
shared	0.989243365386277	0.9892435514067	24
shared	0.991019792733219	0.991187418954639	8
shared	0.998242432964649	0.998242432964734	24
shared	0.994656574498116	0.994657995709518	11
shared	0.992968998016526	0.993377828939252	10
shared	0.994459951289826	0.994459988204338	13
shared	0.89766859579215	0.898170736569437	23
shared	0.916281617312343	0.916750920078763	25
shared	0.9882536175084	0.988253647369272	11
shared	0.995334721669131	0.995334747487113	21
shared	0.982914604572976	0.982916812122479	11
shared	0.995386228382732	0.995386228423131	18
shared	0.998452838344127	0.998452838351576	25
shared	0.990857219564892	0.990860036661708	16
shared	0.985974877469834	0.986003510677707	19
shared	0.993707147849434	0.99370715023603	25
shared	0.993815279117788	0.993815778197278	23
shared	0.990778278449083	0.990893096088532	8
shared	0.996134609483059	0.996134615384197	17
shared	0.993341653369061	0.993348538025165	23
shared	0.985047973433733	0.985440938331389	12
shared	0.996404789421639	0.996404951274293	25
shared	0.984873970924785	0.984958746188215	8
shared	0.989561666691556	0.989563681965966	19
shared	0.992204506965841	0.992216728059041	8
shared	0.994145127777051	0.994156499107065	11
shared	0.994329693841689	0.994330764169517	14
shared	0.994868841891928	0.994868845216757	21
shared	0.963756908660606	0.963838744211936	9
shared	0.988388093424183	0.988406093069143	14
shared	0.96473511522566	0.964735155127434	11
shared	0.992114007108708	0.992114009067354	17
shared	0.983218499466203	0.983218548651652	21
shared	0.996399018637975	0.996405012702486	26
shared	0.984852860436396	0.984860208788407	18
shared	0.933013450527686	0.933013458844084	16
shared	0.989966459363073	0.989992294763886	16
shared	0.973514601393817	0.973523543983716	13
shared	0.993992359643298	0.993996676899331	8
shared	0.99321961772947	0.993219618861157	18
shared	0.994942892202238	0.994957349265406	9
shared	0.993312416925016	0.993312424491878	23
shared	0.995446693325891	0.99544669340883	99
shared	0.995106760906029	0.995106762798431	18
shared	0.991470575638005	0.99147744571319	21
shared	0.954876242378004	0.959012233583252	7
shared	0.995486710432526	0.995497432262136	12
shared	0.992326454636361	0.992328723393788	15
shared	0.990618501722901	0.990678645244683	20
shared	0.995103690112099	0.995111700603962	16
shared	0.990997183015096	0.990997542973037	16
shared	0.990969914768663	0.990969943997185	11
shared	0.994050561096769	0.994057910823706	8
shared	0.994387603487356	0.994388107658023	9
