phecode	panel	n_iv	phenotype	category	num_cases	num_controls	b_egger	b_ivw	b_weighted_median	b_weighted_mode	se_egger	se_ivw	se_weighted_median	se_weighted_mode	pval_egger	pval_ivw	pval_weighted_median	pval_weighted_mode	q_stat	q_pval	egger_intercept	egger_intercept_pval	sens_b_presso_corrected	sens_b_presso_raw	sens_se_presso_corrected	sens_se_presso_raw	sens_pval_presso_corrected	sens_pval_presso_raw	pgs_narrow_n_snps	pgs_narrow_b	pgs_narrow_se	pgs_narrow_pval	pgs_wide_n_snps	pgs_wide_b	pgs_wide_se	pgs_wide_pval	kim_n_iv	kim_b_ivw	kim_se_ivw	kim_pval_ivw	kim_concordant_ivw	best_pp_h4	n_coloc_tested	n_coloc_pph4_gt0p5	n_coloc_pph4_gt0p8	top_coloc_gene	top_coloc_tissue	robust_hit	coloc_strengthened	ivw_fdr_q_within_panel
AB1_BACT_INTEST_OTH	tier1_apoe_wide_excl	3	Other bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	7671	444292	-0.614743154474586	-0.0108549353741388	0.0308494159153004	0.0824694194193599	0.486898535383305	0.135083327513363	0.168386594084693	0.211047223229792	0.426449794467777	0.935953063734676	0.854636472653119	0.73366883993223	1.75503807439396	0.415813250244123	0.0602867936782794	0.419579299458618							3	-0.203388091761926	0.316645430269749	0.520664613056066	50	-0.0895412947907412	0.279079263662957	0.748327561159272					FALSE							FALSE	FALSE	0.998945149830335
AB1_BACT_INTEST_OTH	tier2_apoe_narrow_excl	13	Other bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	7671	444292	-0.0170211668689584	-0.0306239476583261	-0.0153394511458194	-0.0218397800609382	0.0347343307137852	0.027177311096923	0.0359599783428308	0.175965264327901	0.633733697216897	0.259818437611255	0.669692487984326	0.903279652519039	9.59311259503691	0.651608172871263	-0.00529654693705439	0.542267815464468							3	-0.203388091761926	0.316645430269749	0.520664613056066	50	-0.0895412947907412	0.279079263662957	0.748327561159272	6	-0.0837240942331409	0.039774918413862	0.0352959239207259	TRUE							FALSE	FALSE	0.826399787594815
AB1_BACT_INTEST_OTH	tier2_apoe_wide_excl	11	Other bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	7671	444292	0.004660336422966	-0.0152303568838361	-0.00356101788459276	-0.00227231908494829	0.0368617184748574	0.030634338525797	0.0365948512374528	0.261932959236783	0.902172899369754	0.619071872705488	0.922480802683795	0.993248912161944	6.42043330989933	0.778790685239392	-0.00887420001367588	0.357299848356172							3	-0.203388091761926	0.316645430269749	0.520664613056066	50	-0.0895412947907412	0.279079263662957	0.748327561159272	4	-0.404719698324784	0.305635653610253	0.185439927053639	TRUE							FALSE	FALSE	0.999127573443565
AB1_CANDIDIASIS	tier1_apoe_inclusive	6	Candidiasis	I Certain infectious and parasitic diseases (AB1_)	5341	488977	-0.013220880793692	-0.0252312765741932	-0.0126844112483064	-0.00645057792769044	0.104246281873721	0.0609083776519221	0.0696661135837942	0.235768166353455	0.905199744794549	0.678691254302106	0.855524390375558	0.979231157107657	1.94943317869511	0.856096762751038	-0.00234797439522517	0.893971763230921							3	-0.207781411606035	0.37830869602003	0.582842310837892	50	-0.0139958462073783	0.342339779156273	0.967389242303994	4	0.00370687352675272	0.0435768409860018	0.932209541176379	FALSE							FALSE	FALSE	0.878503317657496
AB1_CANDIDIASIS	tier1_apoe_narrow_excl	5	Candidiasis	I Certain infectious and parasitic diseases (AB1_)	5341	488977	-0.030747362842675	-0.0555746478797543	-0.0428273462914262	-0.0449046023529405	0.111851864956478	0.0643206020682296	0.0696918091520677	0.225288688007496	0.801242521635436	0.387573818357898	0.538868578673638	0.851734327473258	1.33546363008438	0.85533052450313	-0.00521104597184773	0.803748519421513							3	-0.207781411606035	0.37830869602003	0.582842310837892	50	-0.0139958462073783	0.342339779156273	0.967389242303994	3	-0.020803014303028	0.0477620023878615	0.663159088951376	TRUE							FALSE	FALSE	0.738724442883238
AB1_CANDIDIASIS	tier1_apoe_wide_excl	3	Candidiasis	I Certain infectious and parasitic diseases (AB1_)	5341	488977	-0.219621454467579	-0.0244823178972829	-0.0260096899923057	0.0198209381004627	0.581586010678407	0.161199800940778	0.185621347817308	0.230867395864	0.770135630266832	0.87928504650403	0.888563362381169	0.939403466004663	0.603096929379715	0.739671977512959	0.0194847298489117	0.786113542459711							3	-0.207781411606035	0.37830869602003	0.582842310837892	50	-0.0139958462073783	0.342339779156273	0.967389242303994					FALSE							FALSE	FALSE	0.998945149830335
AB1_CANDIDIASIS	tier2_apoe_narrow_excl	13	Candidiasis	I Certain infectious and parasitic diseases (AB1_)	5341	488977	-0.00872156599158345	-0.0208034316121007	-0.0232993233461647	-0.0182992451890847	0.0416012677467364	0.0325438785615229	0.0393926327724425	0.192153881731694	0.837775759303603	0.522665161665602	0.554209583049999	0.925702169305862	6.80855973162451	0.870001018687853	-0.0046906331938445	0.650154333804354							3	-0.207781411606035	0.37830869602003	0.582842310837892	50	-0.0139958462073783	0.342339779156273	0.967389242303994	6	-0.0153066466761709	0.0473630536273281	0.746561244904414	TRUE							FALSE	FALSE	0.909033109902384
AB1_CANDIDIASIS	tier2_apoe_wide_excl	11	Candidiasis	I Certain infectious and parasitic diseases (AB1_)	5341	488977	-0.00806741384486652	-0.00965164980311531	-0.017333415697443	-0.0129057092564884	0.0441879444672989	0.0367367951832264	0.0458234194322657	0.317731432845749	0.859181351342254	0.792763064781716	0.705233419795102	0.968399719297977	5.69232591835092	0.840416423578117	-0.000704682591768468	0.949969623870033							3	-0.207781411606035	0.37830869602003	0.582842310837892	50	-0.0139958462073783	0.342339779156273	0.967389242303994	4	0.302039736489973	0.365739865394301	0.408899318259161	FALSE							FALSE	FALSE	0.999127573443565
AB1_CHLAMYDIA_OTHER	tier1_apoe_inclusive	6	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2782	485458	-0.0767122421412824	-0.112799482497515	-0.0735409923178907	-0.0616766497250285	0.145671019374315	0.0840997287408764	0.0957039501343026	0.402882036740894	0.626312927440285	0.179836513770082	0.442236690819827	0.884314815843843	4.19997156358033	0.520998939273888	-0.00710087056048515	0.775296017725542							3	-0.0194000714695685	0.526754121927962	0.970620981862939	50	-0.270201986472893	0.458331717421265	0.555503322173822	4	-0.046460187560613	0.0600295456083088	0.438957200109944	TRUE							FALSE	FALSE	0.463891976210424
AB1_CHLAMYDIA_OTHER	tier1_apoe_narrow_excl	5	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2782	485458	0.0320111431018534	-0.0537052389727655	0.0115055068105706	0.015672574453526	0.189829294955122	0.0991969061072855	0.0980492494334447	0.392229193640955	0.876815042071642	0.588231670966702	0.906587332132397	0.970041692947657	4.96953159185973	0.290438056100591	-0.018045614139059	0.619486597727668							3	-0.0194000714695685	0.526754121927962	0.970620981862939	50	-0.270201986472893	0.458331717421265	0.555503322173822	3	0.00603899217627278	0.0660205903710927	0.927118074413319	FALSE							FALSE	FALSE	0.862638038785901
AB1_CHLAMYDIA_OTHER	tier1_apoe_wide_excl	3	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2782	485458	-1.43736733010502	-0.412001966735931	-0.505601959387092	-0.580206506761463	0.804683699349217	0.223583740510908	0.267263559717402	0.359856199378837	0.324905356386517	0.0653700745855981	0.0585212455244316	0.248215477813266	1.90989539617247	0.384832271490912	0.102534314274077	0.41124175022966							3	-0.0194000714695685	0.526754121927962	0.970620981862939	50	-0.270201986472893	0.458331717421265	0.555503322173822					FALSE							FALSE	FALSE	0.902565766646767
AB1_CHLAMYDIA_OTHER	tier2_apoe_narrow_excl	13	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2782	485458	0.0446703852242587	0.00993093092653656	0.0363149206326719	0.037746756525282	0.0576847166444005	0.0450835884326699	0.0569745255977809	0.256234427167659	0.455023942918694	0.825654510609656	0.523871666122579	0.88533082103543	8.32418935411141	0.759310715293779	-0.0135015816671562	0.355109332118085							3	-0.0194000714695685	0.526754121927962	0.970620981862939	50	-0.270201986472893	0.458331717421265	0.555503322173822	6	0.00485532241587978	0.0654746722912472	0.940886467565231	TRUE							FALSE	FALSE	0.974562377750919
AB1_CHLAMYDIA_OTHER	tier2_apoe_wide_excl	11	Other sexually transmitted chlamydial diseases	I Certain infectious and parasitic diseases (AB1_)	2782	485458	0.0460626361970806	0.00887889212534446	0.0427618562652279	0.0439376993567293	0.0612792994825997	0.0509155658550816	0.0606026600684648	0.455876067714845	0.47144022843232	0.861563192541282	0.480430567283372	0.925122351693715	8.31411805838099	0.598183717615377	-0.0165584628330983	0.303844662811044							3	-0.0194000714695685	0.526754121927962	0.970620981862939	50	-0.270201986472893	0.458331717421265	0.555503322173822	4	-0.0578358984342632	0.508148900826301	0.909382994736695	FALSE							FALSE	FALSE	0.999127573443565
